Date,Open,High,Low,Close,Adj Close,Volume
2018-03-28,50.310001,50.700001,49.459999,50.290001,49.579201,96100
2018-03-29,51.680000,53.619999,51.680000,52.630001,51.886127,62800
2018-04-02,52.610001,52.650002,51.250000,51.419998,50.693226,40600
2018-04-03,52.540001,52.669998,52.090000,52.590000,51.846691,19600
2018-04-04,49.599998,50.930000,48.820000,50.759998,50.042553,45000
2018-04-05,51.070000,51.889999,51.040001,51.310001,50.584782,41800
2018-04-06,50.730000,51.560001,50.380001,50.380001,49.667927,27900
2018-04-09,50.340000,50.419998,49.779999,49.779999,49.076405,25300
2018-04-10,54.209999,54.490002,53.400002,53.980000,53.217045,57400
2018-04-11,53.070000,53.310001,52.619999,52.730000,51.984711,36100
2018-04-12,51.320000,52.029999,51.320000,51.669998,50.939693,30000
2018-04-13,51.060001,51.189999,50.349998,50.419998,49.707359,36400
2018-04-16,49.709999,50.150002,49.439999,50.150002,49.441177,32500
2018-04-17,49.279999,50.360001,49.180000,50.169998,49.460892,27100
2018-04-18,48.360001,49.349998,48.360001,49.200001,48.504604,47800
2018-04-19,48.320000,48.400002,47.820000,48.400002,47.715912,46400
2018-04-20,46.099998,47.520000,45.220001,46.500000,45.842766,74600
2018-04-23,47.000000,47.980000,46.930000,47.369999,46.700470,74800
2018-04-24,49.160000,50.150002,49.160000,49.320000,48.622910,82700
2018-04-25,51.209999,51.259998,50.470001,50.950001,50.229870,49100
2018-04-26,50.700001,51.209999,50.619999,51.060001,50.338318,48600
2018-04-27,51.730000,54.439999,51.250000,52.689999,51.945274,38600
2018-04-30,54.110001,54.590000,53.840000,54.060001,53.295914,66000
2018-05-01,53.930000,54.119999,53.580002,54.020000,53.256477,27700
2018-05-02,54.220001,54.560001,54.009998,54.200001,53.433937,38700
2018-05-03,56.320000,56.820000,55.799999,56.820000,56.016903,61400
2018-05-04,56.000000,56.750000,55.349998,56.419998,55.622555,36400
2018-05-07,55.090000,55.090000,53.639999,53.930000,53.167751,61600
2018-05-08,53.700001,53.990002,52.849998,53.500000,52.743828,49700
2018-05-09,53.200001,53.259998,52.630001,52.689999,51.945274,39300
2018-05-10,52.060001,52.750000,51.639999,52.529999,51.787537,41600
2018-05-11,52.939999,52.939999,52.400002,52.619999,51.876266,31000
