"STATION","NAME","DATE","TAVG"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-01-16","41"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-01-17","27"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-01-18","30"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-01-19","25"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-01-20","19"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-01-21","9"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-01-22","23"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-01-23","21"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-01-24","7"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-01-25","12"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-01-26","12"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-01-27","11"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-01-28","13"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-01-29","24"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-01-30","24"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-01-31","19"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-01","24"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-02","18"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-03","37"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-04","26"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-05","21"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-06","29"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-07","34"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-08","30"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-09","45"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-10","48"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-11","34"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-12","35"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-13","35"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-14","33"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-15","39"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-16","35"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-17","31"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-18","37"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-19","33"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-20","36"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-21","39"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-22","53"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-23","57"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-24","63"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-25","61"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-26","59"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-27","44"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-28","43"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-02-29","52"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-01","50"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-02","40"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-03","36"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-04","40"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-05","49"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-06","50"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-07","60"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-08","64"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-09","54"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-10","39"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-11","31"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-12","23"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-13","38"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-14","40"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-15","56"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-16","46"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-17","36"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-18","35"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-19","48"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-20","48"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-21","42"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-22","47"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-23","54"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-24","62"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-25","56"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-26","52"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-27","50"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-28","42"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-29","41"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-30","44"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-03-31","46"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-01","51"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-02","58"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-03","51"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-04","41"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-05","44"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-06","55"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-07","50"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-08","38"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-09","45"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-10","47"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-11","48"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-12","41"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-13","48"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-14","53"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-15","58"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-16","56"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-17","51"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-18","52"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-19","58"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-20","61"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-21","45"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-22","51"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-23","50"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-24","57"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-25","54"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-26","53"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-27","51"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-28","55"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-29","58"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-04-30","58"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-01","57"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-02","58"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-03","62"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-04","68"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-05","71"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-06","71"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-07","69"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-08","75"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-09","69"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-10","61"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-11","70"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-12","74"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-13","56"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-14","54"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-15","57"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-16","63"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-17","67"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-18","75"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-19","62"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-20","54"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-21","57"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-22","64"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-23","71"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-24","71"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-25","66"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-26","61"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-27","69"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-28","64"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-29","64"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-30","68"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-05-31","75"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-01","75"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-02","70"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-03","62"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-04","64"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-05","59"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-06","59"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-07","62"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-08","72"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-09","76"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-10","80"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-11","78"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-12","78"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-14","80"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-15","74"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-16","75"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-17","66"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-18","67"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-19","68"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-20","77"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-21","72"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-22","75"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-23","75"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-24","76"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-25","76"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-26","73"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-27","70"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-28","69"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-29","69"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-06-30","66"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-01","69"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-02","77"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-03","80"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-04","77"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-05","78"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-06","79"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-07","73"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-08","72"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-09","74"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-10","82"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-11","77"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-12","76"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-13","78"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-14","76"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-15","74"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-16","70"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-18","78"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-19","68"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-20","66"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-21","69"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-22","65"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-23","66"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-24","68"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-25","68"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-26","71"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-27","73"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-28","75"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-29","71"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-30","74"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-07-31","71"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-01","74"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-02","76"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-03","72"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-04","69"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-05","67"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-07","79"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-08","76"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-09","81"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-10","74"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-11","73"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-12","70"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-13","67"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-14","72"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-15","79"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-16","74"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-17","77"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-18","70"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-19","66"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-20","66"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-21","67"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-22","73"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-23","76"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-24","73"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-25","69"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-26","69"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-27","73"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-28","71"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-29","78"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-30","79"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-08-31","77"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-01","77"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-02","80"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-03","78"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-04","70"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-05","63"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-06","64"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-07","71"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-08","73"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-09","75"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-10","72"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-11","77"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-12","68"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-13","63"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-14","60"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-15","57"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-16","54"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-17","59"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-18","65"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-19","68"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-20","68"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-21","56"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-22","62"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-23","72"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-24","59"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-25","50"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-26","51"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-27","56"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-28","57"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-29","56"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-09-30","60"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-01","66"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-02","73"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-03","69"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-04","66"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-05","61"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-06","47"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-07","40"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-09","41"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-10","45"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-11","49"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-12","52"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-13","57"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-14","67"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-15","60"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-16","58"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-17","55"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-18","53"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-19","56"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-20","58"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-21","61"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-22","61"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-23","66"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-24","67"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-25","64"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-26","68"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-27","65"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-28","52"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-29","51"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-30","53"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-10-31","60"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-11-01","65"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-11-02","63"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-11-03","58"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-11-04","47"
"USW00003868","TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US","2000-11-05","46"
